Date,"Closing Value"
1909-05-24,67.2200
1909-05-25,67.0900
1909-05-26,66.8000
1909-05-27,67.1400
1909-05-28,67.5300
1909-06-01,67.6700
1909-06-02,67.8600
1909-06-03,68.9000
1909-06-04,68.9800
1909-06-05,69.2000
1909-06-07,68.8400
1909-06-08,68.8500
1909-06-09,68.7000
1909-06-10,68.7500
1909-06-11,68.8500
1909-06-12,68.9000
1909-06-14,69.0000
1909-06-15,67.8500
1909-06-16,67.6300
1909-06-17,66.7800
1909-06-18,66.9100
1909-06-19,66.8000
1909-06-21,65.6800
1909-06-22,65.9500
1909-06-23,66.8800
1909-06-24,67.2900
1909-06-25,67.0400
1909-06-26,66.9400
1909-06-28,67.1000
1909-06-29,68.0000
1909-06-30,67.6000
1909-07-01,68.0900
1909-07-02,68.2300
1909-07-06,68.2200
1909-07-07,68.2500
1909-07-08,68.1600
1909-07-09,68.0600
1909-07-10,68.1100
1909-07-12,68.4200
1909-07-13,68.0000
1909-07-14,68.1700
1909-07-15,68.4600
1909-07-16,68.9300
1909-07-17,69.0000
1909-07-19,69.1000
1909-07-20,69.3600
1909-07-21,68.8800
1909-07-22,69.0000
1909-07-23,68.4100
1909-07-24,69.1000
1909-07-26,68.8800
1909-07-27,69.2300
1909-07-28,69.5200
1909-07-29,69.8200
1909-07-30,70.4500
1909-07-31,70.9000
1909-08-02,71.4400
1909-08-03,71.8900
1909-08-04,71.7900
1909-08-05,71.1100
1909-08-06,72.0100
1909-08-07,72.1400
1909-08-09,72.0600
1909-08-10,72.0600
1909-08-11,72.5400
1909-08-12,72.6000
1909-08-13,72.4100
1909-08-14,72.7100
1909-08-16,72.0500
1909-08-17,72.4600
1909-08-18,71.8900
1909-08-19,71.5800
1909-08-20,71.4300
1909-08-21,71.9600
1909-08-23,72.4400
1909-08-24,72.5700
1909-08-25,72.1600
1909-08-26,70.5500
1909-08-27,71.1900
1909-08-28,70.9000
1909-08-30,72.0300
1909-08-31,71.7200
1909-09-01,71.4300
1909-09-02,71.8800
1909-09-03,72.1400
1909-09-07,71.3600
1909-09-08,71.1000
1909-09-09,70.2200
1909-09-10,71.2200
1909-09-11,70.4700
1909-09-13,70.4500
1909-09-14,71.0100
1909-09-15,72.0000
1909-09-16,72.5700
1909-09-17,72.6400
1909-09-18,72.5800
1909-09-20,73.0600
1909-09-21,73.2000
1909-09-22,72.6200
1909-09-23,72.5800
1909-09-24,72.6500
1909-09-27,72.7600
1909-09-28,73.3400
1909-09-29,73.2100
1909-09-30,72.9300
1909-10-01,73.5200
1909-10-02,73.6200
1909-10-04,73.4000
1909-10-05,72.5400
1909-10-06,72.3300
1909-10-07,73.1700
1909-10-08,71.8400
1909-10-09,71.7900
1909-10-11,71.0200
1909-10-13,70.9000
1909-10-14,71.8400
1909-10-15,72.2100
1909-10-16,72.2600
1909-10-18,72.3600
1909-10-19,71.9000
1909-10-20,71.8100
1909-10-21,71.8700
1909-10-22,70.9300
1909-10-23,70.1100
1909-10-25,70.9300
1909-10-26,70.4800
1909-10-27,71.0900
1909-10-28,71.8100
1909-10-29,72.5000
1909-10-30,72.5800
1909-11-01,72.8500
1909-11-03,73.4200
1909-11-04,73.5800
1909-11-05,73.1100
1909-11-06,72.7700
1909-11-08,72.8200
1909-11-09,72.2800
1909-11-10,72.3600
1909-11-11,72.3600
1909-11-12,72.3600
1909-11-13,72.6400
1909-11-15,72.7500
1909-11-16,72.6800
1909-11-17,72.9100
1909-11-18,73.5100
1909-11-19,73.6400
1909-11-20,73.2700
1909-11-22,72.5100
1909-11-23,72.0500
1909-11-24,71.8100
1909-11-26,72.3300
1909-11-27,71.6500
1909-11-29,70.2500
1909-11-30,70.3400
1909-12-01,70.9700
1909-12-02,70.8100
1909-12-03,71.4000
1909-12-04,71.8500
1909-12-06,71.4400
1909-12-07,72.0000
1909-12-08,71.8900
1909-12-09,72.3000
1909-12-10,72.0900
1909-12-11,72.1400
1909-12-13,72.5200
1909-12-14,72.2200
1909-12-15,72.2800
1909-12-16,72.2400
1909-12-17,72.4200
1909-12-18,72.5500
1909-12-20,72.4100
1909-12-21,72.4300
1909-12-22,72.4100
1909-12-23,72.2000
1909-12-24,72.2400
1909-12-27,72.0000
1909-12-28,72.2500
1909-12-29,72.7300
1909-12-30,72.6600
1909-12-31,72.5600
1910-01-03,72.0400
1910-01-04,72.0100
1910-01-05,71.1000
1910-01-06,71.5100
1910-01-07,71.5500
1910-01-08,71.7000
1910-01-10,71.1300
1910-01-11,70.7900
1910-01-12,70.2200
1910-01-13,70.4400
1910-01-14,68.6300
1910-01-15,69.1900
1910-01-17,68.6800
1910-01-18,68.8000
1910-01-19,67.6500
1910-01-20,68.3400
1910-01-21,69.1600
1910-01-22,69.2400
1910-01-24,68.1900
1910-01-25,66.4100
1910-01-26,67.9000
1910-01-27,67.1200
1910-01-28,67.3300
1910-01-29,67.7000
1910-01-31,67.3300
1910-02-01,66.9100
1910-02-02,66.2200
1910-02-03,64.1000
1910-02-04,64.3000
1910-02-05,64.7500
1910-02-07,62.5200
1910-02-08,62.2900
1910-02-09,63.9700
1910-02-10,64.3600
1910-02-11,65.2500
1910-02-14,65.6700
1910-02-15,65.3700
1910-02-16,66.0000
1910-02-17,66.4100
1910-02-18,66.6000
1910-02-19,66.7700
1910-02-21,66.4400
1910-02-23,66.3900
1910-02-24,66.8200
1910-02-25,66.8900
1910-02-26,66.4000
1910-02-28,66.9100
1910-03-01,67.2300
1910-03-02,67.8500
1910-03-03,67.8400
1910-03-04,68.0000
1910-03-05,68.1100
1910-03-07,69.1200
1910-03-08,69.2700
1910-03-09,69.0800
1910-03-10,68.8000
1910-03-11,67.8600
1910-03-12,67.9700
1910-03-14,68.2000
1910-03-15,67.3400
1910-03-16,66.9200
1910-03-17,67.5000
1910-03-18,67.9200
1910-03-19,67.5000
1910-03-21,67.6400
1910-03-22,67.6600
1910-03-23,66.8800
1910-03-24,66.8900
1910-03-28,65.7300
1910-03-29,66.0800
1910-03-30,65.5400
1910-03-31,65.7200
1910-04-01,65.7200
1910-04-02,65.7200
1910-04-04,65.7500
1910-04-05,66.6300
1910-04-06,66.7800
1910-04-07,66.5800
1910-04-08,65.5900
1910-04-09,65.4600
1910-04-11,66.7400
1910-04-12,66.6000
1910-04-13,67.4700
1910-04-14,67.6600
1910-04-15,67.4300
1910-04-16,67.8500
1910-04-18,67.1500
1910-04-19,67.2300
1910-04-20,66.2000
1910-04-21,66.3100
1910-04-22,65.9100
1910-04-23,66.0000
1910-04-25,65.0000
1910-04-26,65.0700
1910-04-27,64.6000
1910-04-28,63.2100
1910-04-29,63.8600
1910-04-30,63.1500
1910-05-02,62.6400
1910-05-03,62.0600
1910-05-04,63.3000
1910-05-05,63.9700
1910-05-06,63.3700
1910-05-07,63.5300
1910-05-09,64.4900
1910-05-10,64.9300
1910-05-11,65.0000
1910-05-12,64.8500
1910-05-13,64.9900
1910-05-14,65.2900
1910-05-16,65.0400
1910-05-17,64.9200
1910-05-18,64.6600
1910-05-19,64.9900
1910-05-20,65.4500
1910-05-21,65.6800
1910-05-23,65.0300
1910-05-24,65.2400
1910-05-25,64.9600
1910-05-26,64.5700
1910-05-27,64.3600
1910-05-31,63.2400
1910-06-01,62.7700
1910-06-02,62.4500
1910-06-03,60.5800
1910-06-04,60.8500
1910-06-06,60.1100
1910-06-07,61.9000
1910-06-08,61.9400
1910-06-09,62.1900
1910-06-10,61.1400
1910-06-11,61.0900
1910-06-13,61.4500
1910-06-14,61.7400
1910-06-15,61.4200
1910-06-16,61.6200
1910-06-17,61.7300
1910-06-18,61.8500
1910-06-20,62.3300
1910-06-21,62.4800
1910-06-22,63.2100
1910-06-23,63.0100
1910-06-24,62.2200
1910-06-25,62.4500
1910-06-27,60.9100
1910-06-28,60.9100
1910-06-29,59.7800
1910-06-30,59.4700
1910-07-01,59.8100
1910-07-05,58.7700
1910-07-06,58.8000
1910-07-07,59.0900
1910-07-08,59.2100
1910-07-09,59.4800
1910-07-11,59.3900
1910-07-12,58.7100
1910-07-13,59.1800
1910-07-14,59.6400
1910-07-15,59.5500
1910-07-16,59.4000
1910-07-18,59.2600
1910-07-19,59.5000
1910-07-20,59.7300
1910-07-21,58.0300
1910-07-22,56.9800
1910-07-23,56.5200
1910-07-25,55.5800
1910-07-26,53.9300
1910-07-27,55.5400
1910-07-28,57.2100
1910-07-29,56.8300
1910-07-30,56.0300
1910-08-01,55.7800
1910-08-02,56.9100
1910-08-03,56.5100
1910-08-04,56.4400
1910-08-05,56.8300
1910-08-06,57.2800
1910-08-08,57.2400
1910-08-09,58.0900
1910-08-10,58.0200
1910-08-11,57.7100
1910-08-12,58.3500
1910-08-13,58.6400
1910-08-15,58.4400
1910-08-16,59.3700
1910-08-17,59.6400
1910-08-18,59.2300
1910-08-19,58.8300
1910-08-20,58.9300
1910-08-22,58.2200
1910-08-23,58.3700
1910-08-24,57.8400
1910-08-25,57.5700
1910-08-26,58.0800
1910-08-27,58.0100
1910-08-29,58.3600
1910-08-30,58.3000
1910-08-31,58.3700
1910-09-01,57.5600
1910-09-02,57.6400
1910-09-06,57.4000
1910-09-07,57.4600
1910-09-08,57.4300
1910-09-09,57.4600
1910-09-10,57.5600
1910-09-12,57.9700
1910-09-13,58.3900
1910-09-14,58.1700
1910-09-15,57.4200
1910-09-16,57.5400
1910-09-17,57.6200
1910-09-19,57.4900
1910-09-20,57.4100
1910-09-21,58.0000
1910-09-22,57.9300
1910-09-23,57.6200
1910-09-24,57.5100
1910-09-26,58.0100
1910-09-27,57.8800
1910-09-28,57.8400
1910-09-29,57.9200
1910-09-30,58.4000
1910-10-01,58.5700
1910-10-03,59.1000
1910-10-04,59.5900
1910-10-05,59.1600
1910-10-06,59.6700
1910-10-07,59.6900
1910-10-08,59.7100
1910-10-10,60.0000
1910-10-11,60.3500
1910-10-13,61.5800
1910-10-14,62.0000
1910-10-15,62.4700
1910-10-17,62.7300
1910-10-18,63.0200
1910-10-19,62.3500
1910-10-20,63.0000
1910-10-21,62.5200
1910-10-22,62.9600
1910-10-24,62.2800
1910-10-25,61.9800
1910-10-26,61.9700
1910-10-27,62.6400
1910-10-28,62.6000
1910-10-29,62.2400
1910-10-31,62.1000
1910-11-01,62.3400
1910-11-02,62.6000
1910-11-03,62.8900
1910-11-04,62.7400
1910-11-05,62.8700
1910-11-07,62.7800
1910-11-09,61.7500
1910-11-10,61.1700
1910-11-11,61.1900
1910-11-12,61.2100
1910-11-14,61.8300
1910-11-15,62.1800
1910-11-16,62.4200
1910-11-17,61.9500
1910-11-18,62.3600
1910-11-19,62.5600
1910-11-21,62.1900
1910-11-22,62.1500
1910-11-23,62.3000
1910-11-25,62.5000
1910-11-26,62.4900
1910-11-28,61.0100
1910-11-29,61.2600
1910-11-30,60.4500
1910-12-01,59.6500
1910-12-02,59.0400
1910-12-03,59.1700
1910-12-05,59.3400
1910-12-06,58.3700
1910-12-07,58.9400
1910-12-08,58.9700
1910-12-09,59.3400
1910-12-10,59.7300
1910-12-12,59.3100
1910-12-13,59.1700
1910-12-14,59.6800
1910-12-15,59.5400
1910-12-16,59.4800
1910-12-17,59.6500
1910-12-19,60.1900
1910-12-20,59.9200
1910-12-21,60.0300
1910-12-22,59.6500
1910-12-23,59.5800
1910-12-24,59.5800
1910-12-27,58.9300
1910-12-28,59.0800
1910-12-29,59.8900
1910-12-30,59.6400
1910-12-31,59.6000
1911-01-03,60.1500
1911-01-04,60.2600
1911-01-05,60.1400
1911-01-06,60.3900
1911-01-07,60.6200
1911-01-09,60.4400
1911-01-10,59.9800
1911-01-11,59.8500
1911-01-12,60.1100
1911-01-13,60.7700
1911-01-14,60.8500
1911-01-16,60.4100
1911-01-17,61.0800
1911-01-18,61.0400
1911-01-19,61.1800
1911-01-20,61.3900
1911-01-21,61.1900
1911-01-23,61.0700
1911-01-24,61.3700
1911-01-25,61.1300
1911-01-26,61.2900
1911-01-27,61.5500
1911-01-28,61.4500
1911-01-30,62.2200
1911-01-31,62.2200
1911-02-01,62.5100
1911-02-02,62.9800
1911-02-03,62.7100
1911-02-04,63.0200
1911-02-06,62.8800
1911-02-07,62.9100
1911-02-08,62.6200
1911-02-09,62.7600
1911-02-10,62.5800
1911-02-11,62.6900
1911-02-14,62.6100
1911-02-15,62.5700
1911-02-16,61.9100
1911-02-17,62.3300
1911-02-18,62.4900
1911-02-20,62.7000
1911-02-21,62.6900
1911-02-23,62.7800
1911-02-24,61.7800
1911-02-25,61.7800
1911-02-27,61.9100
1911-02-28,62.2800
1911-03-01,61.9200
1911-03-02,60.5500
1911-03-03,60.3000
1911-03-04,59.9200
1911-03-06,60.4100
1911-03-07,60.6600
1911-03-08,60.4100
1911-03-09,60.3400
1911-03-10,60.4700
1911-03-11,60.3600
1911-03-13,60.8000
1911-03-14,61.5200
1911-03-15,61.6000
1911-03-16,61.3400
1911-03-17,60.9100
1911-03-18,61.0600
1911-03-20,61.6300
1911-03-21,61.5600
1911-03-22,61.3300
1911-03-23,61.3200
1911-03-24,61.1000
1911-03-25,61.1200
1911-03-27,61.3100
1911-03-28,61.5400
1911-03-29,61.2300
1911-03-30,61.4300
1911-03-31,61.0000
1911-04-01,61.1000
1911-04-03,61.0400
1911-04-04,61.0400
1911-04-05,60.8200
1911-04-06,60.7500
1911-04-07,60.7200
1911-04-08,60.8500
1911-04-10,60.8600
1911-04-11,60.6700
1911-04-12,60.7200
1911-04-13,60.6600
1911-04-17,60.4800
1911-04-18,59.7500
1911-04-19,60.0000
1911-04-20,59.9700
1911-04-21,59.9500
1911-04-22,59.5700
1911-04-24,60.1600
1911-04-25,60.2200
1911-04-26,60.3000
1911-04-27,60.4000
1911-04-28,61.0300
1911-04-29,61.2800
1911-05-01,61.6400
1911-05-02,61.3100
1911-05-03,61.4400
1911-05-04,60.9200
1911-05-05,60.9100
1911-05-06,60.8300
1911-05-08,60.7100
1911-05-09,60.6900
1911-05-10,60.5100
1911-05-11,60.8300
1911-05-12,60.7400
1911-05-13,60.5700
1911-05-15,60.5900
1911-05-16,62.0000
1911-05-17,62.5700
1911-05-18,63.1300
1911-05-19,62.8400
1911-05-20,63.0600
1911-05-22,63.2400
1911-05-23,63.1800
1911-05-24,62.8400
1911-05-25,62.7200
1911-05-26,62.9600
1911-05-27,63.0100
1911-05-29,63.2900
1911-05-31,62.6700
1911-06-01,62.8500
1911-06-02,63.1300
1911-06-03,63.1300
1911-06-05,63.2600
1911-06-06,63.1800
1911-06-07,63.3700
1911-06-08,63.2300
1911-06-09,63.0200
1911-06-10,63.2600
1911-06-12,63.5100
1911-06-13,63.6900
1911-06-14,63.7500
1911-06-15,63.4600
1911-06-16,63.4500
1911-06-17,63.5000
1911-06-19,63.7800
1911-06-20,63.4500
1911-06-21,63.4500
1911-06-22,63.1000
1911-06-23,63.2400
1911-06-24,63.5600
1911-06-26,63.2800
1911-06-27,63.2600
1911-06-28,63.0400
1911-06-29,63.2400
1911-06-30,62.9900
1911-07-01,62.9500
1911-07-03,62.7400
1911-07-05,62.4700
1911-07-06,62.8500
1911-07-07,63.1600
1911-07-08,63.1900
1911-07-10,63.2100
1911-07-11,63.2800
1911-07-12,63.1300
1911-07-13,63.1600
1911-07-14,62.9900
1911-07-15,63.0200
1911-07-17,62.8000
1911-07-18,63.2700
1911-07-19,63.3200
1911-07-20,63.2400
1911-07-21,63.3400
1911-07-22,63.3300
1911-07-24,63.1600
1911-07-25,62.4100
1911-07-26,63.1900
1911-07-27,62.9400
1911-07-28,62.8000
1911-07-29,62.9300
1911-07-31,63.0200
1911-08-01,62.6100
1911-08-02,62.1200
1911-08-03,61.8300
1911-08-04,60.7700
1911-08-05,60.5500
1911-08-07,60.9100
1911-08-08,60.4600
1911-08-09,59.9600
1911-08-10,59.6500
1911-08-11,59.1300
1911-08-12,58.9000
1911-08-14,59.5600
1911-08-15,59.5400
1911-08-16,58.7400
1911-08-17,58.6400
1911-08-18,59.2400
1911-08-19,59.6200
1911-08-21,58.9800
1911-08-22,59.0700
1911-08-23,59.0100
1911-08-24,58.4100
1911-08-25,57.9700
1911-08-26,57.8200
1911-08-28,58.1000
1911-08-29,57.9700
1911-08-30,57.8700
1911-08-31,58.0600
1911-09-01,58.0000
1911-09-05,58.4400
1911-09-06,58.8100
1911-09-07,58.3300
1911-09-08,57.9400
1911-09-09,57.6300
1911-09-11,57.7200
1911-09-12,57.9200
1911-09-13,57.2900
1911-09-14,57.2400
1911-09-15,57.0500
1911-09-16,57.7800
1911-09-18,57.6200
1911-09-19,56.9600
1911-09-20,56.4100
1911-09-21,55.3300
1911-09-22,54.3200
1911-09-23,53.9300
1911-09-25,53.4300
1911-09-26,53.7200
1911-09-27,53.8500
1911-09-28,54.9800
1911-09-29,55.0500
1911-09-30,55.9000
1911-10-02,56.2200
1911-10-03,56.0600
1911-10-04,55.7800
1911-10-05,56.1900
1911-10-06,56.0400
1911-10-07,56.0600
1911-10-09,56.0600
1911-10-10,56.3000
1911-10-11,56.5200
1911-10-13,57.1000
1911-10-14,57.6200
1911-10-16,57.3900
1911-10-17,57.2200
1911-10-18,56.9700
1911-10-19,56.8800
1911-10-20,57.2200
1911-10-21,56.9600
1911-10-23,56.9700
1911-10-24,56.9100
1911-10-25,56.9300
1911-10-26,56.5100
1911-10-27,54.8100
1911-10-28,55.2100
1911-10-30,54.9900
1911-10-31,55.5200
1911-11-01,56.9100
1911-11-02,57.1900
1911-11-03,57.2800
1911-11-04,57.4200
1911-11-06,57.8700
1911-11-08,57.2400
1911-11-09,58.9100
1911-11-10,59.3500
1911-11-11,59.0100
1911-11-13,58.5900
1911-11-14,58.5500
1911-11-15,58.3900
1911-11-16,58.5400
1911-11-17,59.4000
1911-11-18,59.4300
1911-11-20,59.0400
1911-11-21,59.7500
1911-11-22,59.6800
1911-11-23,59.9700
1911-11-24,59.6800
1911-11-25,59.7300
1911-11-27,59.5900
1911-11-28,59.7000
1911-11-29,59.3200
1911-12-01,58.8300
1911-12-02,59.1000
1911-12-04,59.0000
1911-12-05,58.8300
1911-12-06,58.4700
1911-12-07,58.1200
1911-12-08,58.0100
1911-12-09,58.1700
1911-12-11,58.8500
1911-12-12,58.9200
1911-12-13,59.7100
1911-12-14,59.7800
1911-12-15,60.0500
1911-12-16,60.4200
1911-12-18,59.9900
1911-12-19,60.2700
1911-12-20,60.2900
1911-12-21,60.2300
1911-12-22,60.1500
1911-12-26,60.1300
1911-12-27,59.9500
1911-12-28,59.5600
1911-12-29,59.7600
1911-12-30,59.8400
1912-01-02,60.3300
1912-01-03,60.0800
1912-01-04,60.1000
1912-01-05,60.0300
1912-01-06,60.1700
1912-01-08,60.1600
1912-01-09,59.5400
1912-01-10,59.9800
1912-01-11,59.8100
1912-01-12,60.0700
1912-01-13,59.8900
1912-01-15,59.6900
1912-01-16,59.8000
1912-01-17,59.8400
1912-01-18,59.7700
1912-01-19,60.0400
1912-01-20,60.3000
1912-01-22,60.0600
1912-01-23,59.9800
1912-01-24,59.8700
1912-01-25,59.9500
1912-01-26,59.9200
1912-01-27,59.5400
1912-01-29,59.5400
1912-01-30,59.5400
1912-01-31,58.7400
1912-02-01,58.9700
1912-02-02,58.9800
1912-02-03,58.9000
1912-02-05,58.8500
1912-02-06,58.9400
1912-02-07,59.0600
1912-02-08,59.1900
1912-02-09,59.1000
1912-02-10,58.7200
1912-02-13,59.0700
1912-02-14,59.2100
1912-02-15,59.3800
1912-02-16,59.1500
1912-02-17,59.2300
1912-02-19,59.3700
1912-02-20,59.4500
1912-02-21,59.1800
1912-02-23,59.5400
1912-02-24,59.4600
1912-02-26,59.3200
1912-02-27,59.3700
1912-02-28,59.7600
1912-02-29,59.6300
1912-03-01,60.1200
1912-03-02,60.0400
1912-03-04,60.5100
1912-03-05,60.6800
1912-03-06,60.5500
1912-03-07,61.0800
1912-03-08,61.1700
1912-03-09,61.1300
1912-03-11,60.9000
1912-03-12,61.1500
1912-03-13,61.5100
1912-03-14,62.3600
1912-03-15,62.3800
1912-03-16,61.9100
1912-03-18,62.5200
1912-03-19,62.6500
1912-03-20,63.4200
1912-03-21,63.6700
1912-03-22,64.1700
1912-03-23,64.7500
1912-03-25,64.8600
1912-03-26,64.9200
1912-03-27,64.8200
1912-03-28,64.5300
1912-03-29,64.6300
1912-03-30,64.6600
1912-04-01,65.2300
1912-04-02,65.0700
1912-04-03,65.0400
1912-04-04,65.5800
1912-04-06,65.9400
1912-04-08,66.0800
1912-04-09,66.4400
1912-04-10,66.1300
1912-04-11,65.8600
1912-04-12,65.3300
1912-04-13,65.2900
1912-04-15,65.7200
1912-04-16,65.3600
1912-04-17,65.4300
1912-04-18,65.3600
1912-04-19,65.3200
1912-04-20,65.3400
1912-04-22,64.9900
1912-04-23,65.6200
1912-04-24,65.4700
1912-04-25,66.2500
1912-04-26,66.6100
1912-04-27,66.5200
1912-04-29,66.2700
1912-04-30,66.1500
1912-05-01,66.1700
1912-05-02,66.2200
1912-05-03,65.1700
1912-05-04,65.0300
1912-05-06,64.1700
1912-05-07,64.2300
1912-05-08,64.3600
1912-05-09,64.7700
1912-05-10,65.1800
1912-05-11,65.6200
1912-05-13,65.5900
1912-05-14,65.8100
1912-05-15,65.6200
1912-05-16,65.3700
1912-05-17,65.4500
1912-05-18,66.1700
1912-05-20,66.1800
1912-05-21,66.2800
1912-05-22,65.9100
1912-05-23,65.7600
1912-05-24,66.1100
1912-05-25,66.2000
1912-05-27,65.9400
1912-05-28,66.0400
1912-05-29,65.5900
1912-05-31,64.4700
1912-06-01,64.7000
1912-06-03,64.9000
1912-06-04,65.4100
1912-06-05,66.2400
1912-06-06,66.4200
1912-06-07,66.2000
1912-06-08,66.2600
1912-06-10,66.3300
1912-06-11,65.8200
1912-06-12,65.8900
1912-06-13,65.8900
1912-06-14,65.4900
1912-06-15,65.5900
1912-06-17,65.7800
1912-06-18,65.7100
1912-06-19,65.9800
1912-06-20,66.5700
1912-06-21,66.4900
1912-06-22,66.4100
1912-06-24,65.9700
1912-06-25,65.8300
1912-06-26,66.6600
1912-06-27,66.4200
1912-06-28,66.7300
1912-06-29,66.6000
1912-07-01,66.9200
1912-07-02,67.1700
1912-07-03,67.1100
1912-07-05,65.6400
1912-07-06,66.1700
1912-07-08,65.3000
1912-07-09,65.2500
1912-07-10,64.6000
1912-07-11,64.5100
1912-07-12,64.4400
1912-07-13,64.5100
1912-07-15,64.6800
1912-07-16,64.9900
1912-07-17,65.3300
1912-07-18,65.5300
1912-07-19,65.7600
1912-07-20,65.7100
1912-07-22,65.7500
1912-07-23,65.4800
1912-07-24,65.5300
1912-07-25,65.9300
1912-07-26,65.5600
1912-07-27,65.5300
1912-07-29,65.1800
1912-07-30,65.3300
1912-07-31,65.7200
1912-08-01,66.2800
1912-08-02,66.0500
1912-08-03,65.8800
1912-08-05,65.9500
1912-08-06,65.8100
1912-08-07,66.0200
1912-08-08,65.9300
1912-08-09,66.0700
1912-08-10,66.3200
1912-08-12,66.4600
1912-08-13,66.9100
1912-08-14,67.2300
1912-08-15,66.8800
1912-08-16,66.9600
1912-08-17,66.8000
1912-08-19,66.8300
1912-08-20,67.1800
1912-08-21,67.1200
1912-08-22,66.7400
1912-08-23,66.9100
1912-08-24,66.9600
1912-08-26,67.0600
1912-08-27,67.4400
1912-08-28,67.1500
1912-08-29,67.1200
1912-08-30,67.0800
1912-09-03,66.3900
1912-09-04,66.4900
1912-09-05,66.9100
1912-09-06,66.8000
1912-09-07,66.9900
1912-09-09,66.8200
1912-09-10,66.7600
1912-09-11,66.2100
1912-09-12,66.3200
1912-09-13,66.3100
1912-09-14,66.3900
1912-09-16,66.4200
1912-09-17,67.0700
1912-09-18,67.1400
1912-09-19,67.1500
1912-09-20,67.5900
1912-09-21,67.9700
1912-09-23,68.1900
1912-09-24,68.4400
1912-09-25,68.4100
1912-09-26,68.4400
1912-09-27,68.5800
1912-09-28,68.8600
1912-09-30,68.9700
1912-10-01,68.7900
1912-10-02,68.4900
1912-10-03,68.9500
1912-10-04,68.6400
1912-10-05,68.8200
1912-10-07,68.8100
1912-10-08,68.9500
1912-10-09,68.6300
1912-10-10,68.8200
1912-10-11,67.8500
1912-10-14,67.6900
1912-10-15,67.9300
1912-10-16,68.6400
1912-10-17,68.5100
1912-10-18,68.5800
1912-10-19,68.4700
1912-10-21,67.6200
1912-10-22,67.7000
1912-10-23,67.1000
1912-10-24,67.0900
1912-10-25,66.6000
1912-10-26,66.7700
1912-10-28,66.9900
1912-10-29,66.1900
1912-10-30,66.2300
1912-10-31,66.4500
1912-11-01,66.3000
1912-11-04,66.1400
1912-11-06,67.3500
1912-11-07,67.1500
1912-11-08,66.8900
1912-11-09,66.2000
1912-11-11,65.6200
1912-11-12,66.0000
1912-11-13,65.9000
1912-11-14,66.2200
1912-11-15,66.0000
1912-11-16,66.0500
1912-11-18,65.9100
1912-11-19,65.9700
1912-11-20,66.1500
1912-11-21,66.9800
1912-11-22,66.6700
1912-11-23,66.3100
1912-11-25,65.8400
1912-11-26,66.1800
1912-11-27,66.3900
1912-11-29,66.8500
1912-11-30,66.9600
1912-12-02,66.5500
1912-12-03,66.1900
1912-12-04,65.2000
1912-12-05,64.3800
1912-12-06,64.3200
1912-12-07,64.3500
1912-12-09,63.0200
1912-12-10,63.0200
1912-12-11,62.4500
1912-12-12,63.0400
1912-12-13,63.1300
1912-12-14,62.8400
1912-12-16,63.1600
1912-12-17,63.1500
1912-12-18,62.7500
1912-12-19,63.5700
1912-12-20,64.3600
1912-12-21,64.2600
1912-12-23,63.8900
1912-12-24,64.0000
1912-12-26,63.9700
1912-12-27,63.9200
1912-12-28,63.8400
1912-12-30,63.9200
1912-12-31,64.3700
1913-01-02,64.7700
1913-01-03,64.0600
1913-01-04,64.2900
1913-01-06,63.8800
1913-01-07,64.4800
1913-01-08,64.4700
1913-01-09,64.8800
1913-01-10,64.6500
1913-01-11,64.2300
1913-01-13,62.9700
1913-01-14,62.2400
1913-01-15,62.6100
1913-01-16,62.8200
1913-01-17,62.7100
1913-01-18,62.8200
1913-01-20,59.7400
1913-01-21,60.4900
1913-01-22,61.0500
1913-01-23,60.7600
1913-01-24,60.2300
1913-01-25,60.3400
1913-01-27,60.4600
1913-01-28,60.9000
1913-01-29,60.7400
1913-01-30,61.3900
1913-01-31,61.3300
1913-02-01,61.2700
1913-02-03,60.9900
1913-02-04,61.0800
1913-02-05,60.8400
1913-02-06,60.7600
1913-02-07,61.1400
1913-02-08,61.2000
1913-02-10,60.7500
1913-02-11,60.1900
1913-02-13,59.5900
1913-02-14,59.9200
1913-02-15,59.6500
1913-02-17,59.0200
1913-02-18,58.4700
1913-02-19,58.9300
1913-02-20,58.7500
1913-02-21,58.5500
1913-02-24,58.0600
1913-02-25,57.6700
1913-02-26,58.6400
1913-02-27,59.0200
1913-02-28,58.8400
1913-03-01,59.0600
1913-03-03,59.5800
1913-03-04,59.1300
1913-03-05,59.8400
1913-03-06,59.5800
1913-03-07,59.0400
1913-03-08,58.3700
1913-03-10,58.0700
1913-03-11,58.5700
1913-03-12,58.2100
1913-03-13,58.5500
1913-03-14,58.4700
1913-03-15,58.4100
1913-03-17,58.0600
1913-03-18,57.6400
1913-03-19,57.3400
1913-03-20,57.3200
1913-03-23,57.3200
1913-03-24,57.8100
1913-03-25,58.7500
1913-03-26,58.8300
1913-03-27,58.4400
1913-03-28,58.9800
1913-03-29,59.4200
1913-03-31,59.2800
1913-04-01,60.0100
1913-04-02,59.8900
1913-04-03,60.1900
1913-04-04,60.9400
1913-04-05,60.5700
1913-04-07,60.3300
1913-04-08,60.7400
1913-04-09,60.5000
1913-04-10,60.5400
1913-04-11,60.1700
1913-04-12,60.1900
1913-04-14,60.1500
1913-04-15,59.4000
1913-04-16,59.4000
1913-04-17,59.5400
